push_count,avg_interval_seconds,interval_variance,geo_velocity_km,device_mismatch,time_of_day_deviation,label
2,8.675466129711786,12.258873141292327,0.26040155227300227,1,3.0045296121932354,0
5,51.98847922357028,30.601902588959092,0.26040155227300227,0,0.928693791861923,0
1,67.75959624527455,23.239545645885418,0.26040155227300227,0,0.142100192049327,0
0,73.89870018712625,39.83186636168001,0.26040155227300227,0,1.6517565509479235,0
3,19.502287315950454,13.377436425118882,136.54000948419088,1,6.898612264000025,1
3,41.40851975879093,24.954945486263718,0.26040155227300227,0,0.46066587622575916,0
9,38.77173312753642,22.830073590101712,0.26040155227300227,0,3.133214899950845,0
4,41.518780113826,12.707478463747226,0.26040155227300227,0,3.43378621132023,0
0,68.70982032470509,36.099346034184194,0.26040155227300227,0,0.07226852544855866,0
1,25.196174840679195,16.12100532921456,0.26040155227300227,0,3.261031245638425,0
0,56.528880015835384,16.45107058786337,0.26040155227300227,0,1.714441298276161,0
1,16.921302746695748,22.691162631057892,0.26040155227300227,0,2.3706802914254013,0
4,55.36460160895242,15.871662246270963,0.26040155227300227,0,1.2979378675150368,0
1,14.452313500336583,38.467957715437926,0.26040155227300227,0,3.9038388565065287,0
7,13.770241569551604,9.605866062679942,236.29945058861833,0,0.25981653399972626,0
6,76.80228453805454,22.54643543670506,0.26040155227300227,0,4.04087258668666,0
4,36.534430598025935,38.923054763258136,0.26040155227300227,0,0.9348649891168632,0
4,73.79400924387245,2.2313426315617164,0.26040155227300227,0,2.9020796121611667,0
2,15.357905218902268,41.445276730962455,0.26040155227300227,1,2.3695183465344622,0
6,44.0526435720985,41.309210111637206,236.29945058861833,1,2.722433022089888,0
4,26.560952645766676,21.465922574416304,0.26040155227300227,0,2.8865082088702048,0
1,110.35925028252207,28.535961107341734,0.26040155227300227,0,1.0383174967708018,0
0,65.82899778214897,31.536478482068162,0.26040155227300227,0,4.353785364426115,0
3,42.06359856655601,37.934609958426485,0.26040155227300227,0,1.342592733444939,0
0,66.88523563544405,27.26723241649028,236.29945058861833,0,0.9394787519244447,0
8,65.36323840408787,27.664501649301208,236.29945058861833,0,0.6646700921830079,0
1,56.29887386304872,1.8722626441884458,0.26040155227300227,0,1.089972988113201,0
2,42.769848369836744,10.926504175963208,0.26040155227300227,0,0.29545676545071564,0
2,7.557134222767921,24.760469906182138,236.29945058861833,0,2.449678127546214,0
1,6.319400168045604,21.196870358036097,236.29945058861833,0,1.0521473005541622,0
1,15.613525218428286,19.265168176872248,0.26040155227300227,0,1.343811050193397,0
7,62.652858267011766,15.80244381936205,0.26040155227300227,0,4.005926931205593,0
6,21.987516442102223,12.248211040459736,0.26040155227300227,0,2.347202223744065,0
3,61.30781524847849,4.4459494646327435,236.29945058861833,0,0.8420932389070317,0
0,45.735917268559675,7.653364267496485,0.26040155227300227,0,0.508025615142699,0
3,55.95813573691609,30.108316766131452,0.26040155227300227,0,1.6060584912169742,0
2,12.253830200722604,9.89214479189229,0.26040155227300227,0,2.0204788698795886,0
2,65.82296007803315,36.66283276843225,0.26040155227300227,0,0.19036447680290602,0
2,18.508286063554202,3.427808180462115,0.26040155227300227,1,3.5388655864063456,0
1,26.784892116097023,36.144369279695084,236.29945058861833,0,0.5971142508296869,0
3,58.98867335755938,22.013828550172605,236.29945058861833,0,2.204289546348515,0
3,32.750040758466405,6.986514996118256,0.26040155227300227,0,0.8971584901572042,0
4,54.33475167768719,22.636049398812553,236.29945058861833,0,1.6536531555895506,0
9,27.11380628735875,12.449137212594772,235.42798852634888,1,4.167361121015376,1
